timestamps,TP9,AF7,AF8,TP10,Right AUX, Marker
1644798902.785,-28.320,32.715,-32.715,-7.812,0.000,0
1644798902.789,-37.109,-330.566,-41.504,-38.086,0.000,0
1644798902.792,-31.738,-733.887,-37.109,-43.945,0.000,0
1644798902.796,-24.902,-188.965,-31.250,-32.715,0.000,0
1644798902.795,-15.137,286.621,-34.668,-23.926,0.000,0
1644798902.798,-16.602,33.691,-35.156,-17.578,0.000,0
1644798902.802,-32.227,-610.840,-40.527,-27.832,0.000,0
1644798902.806,-41.992,-612.305,-43.945,-39.062,0.000,0
1644798902.810,-27.832,-59.082,-41.016,-31.250,0.000,0
1644798902.814,-29.785,-23.926,-36.133,-4.883,0.000,0
1644798902.818,-37.109,-453.613,-34.180,3.906,0.000,0
1644798902.822,-38.086,-795.410,-35.645,-16.602,0.000,0
1644798902.826,-35.645,-560.059,-34.668,-40.039,0.000,0
1644798902.830,-13.672,-272.461,-29.297,-33.691,0.000,0
1644798902.834,-16.602,-529.297,-26.367,-3.906,0.000,0
1644798902.838,-34.180,-220.215,-25.391,-3.418,0.000,0
1644798902.837,-28.809,-211.914,-27.344,-10.254,0.000,0
1644798902.841,-21.973,-790.039,-26.367,-21.973,0.000,0
1644798902.845,-20.508,-519.043,-23.926,-22.461,0.000,0
1644798902.849,-15.137,180.176,-26.855,-10.254,0.000,0
1644798902.853,-18.066,228.516,-26.367,1.953,0.000,0
1644798902.857,-29.297,-523.926,-27.832,0.488,0.000,0
1644798902.861,-29.297,-983.398,-28.320,-29.297,0.000,0
1644798902.865,-25.391,-371.582,-25.879,-37.109,0.000,0
1644798902.869,-17.578,174.805,-22.949,-16.113,0.000,0
1644798902.873,-15.137,-173.340,-22.461,-0.488,0.000,0
1644798902.876,-26.855,-562.988,-25.879,0.000,0.000,0
1644798902.880,-25.879,-491.211,-26.367,-9.766,0.000,0
1644798902.880,-18.066,-345.215,-21.484,-22.949,0.000,0
1644798902.884,-16.113,-84.961,-26.855,-30.762,0.000,0
1644798902.888,-13.672,172.852,-27.344,-21.973,0.000,0
1644798902.892,-24.414,-4.395,-22.949,-12.207,0.000,0
1644798902.896,-31.738,-649.902,-26.367,-15.137,0.000,0
1644798902.900,-23.438,-847.656,-23.926,-20.020,0.000,0
1644798902.904,-13.184,-460.449,-27.344,-14.648,0.000,0
1644798902.908,-16.113,-175.293,-32.715,-19.531,0.000,0
1644798902.911,-28.320,-410.156,-36.133,-19.043,0.000,0
1644798902.915,-37.598,-959.961,-40.039,-12.695,0.000,0
1644798902.919,-27.344,-615.723,-40.039,-25.391,0.000,0
1644798902.923,-10.742,73.242,-31.250,-20.508,0.000,0
1644798902.923,-11.719,51.758,-29.785,-9.766,0.000,0
1644798902.927,-25.879,-225.098,-34.180,-10.254,0.000,0
1644798902.931,-44.922,-445.312,-35.156,-20.508,0.000,0
1644798902.935,-49.316,-411.621,-37.598,-33.691,0.000,0
1644798902.939,-31.250,-238.281,-40.527,-25.391,0.000,0
1644798902.943,-20.996,-259.277,-35.645,-3.906,0.000,0
1644798902.947,-26.367,-268.066,-27.344,-4.883,0.000,0
1644798902.951,-40.527,-560.059,-25.879,-19.043,0.000,0
1644798902.954,-40.527,-983.887,-29.297,-26.367,0.000,0
1644798902.958,-25.879,-724.121,-26.367,-20.996,0.000,0
1644798902.962,-10.742,125.977,-23.438,-10.254,0.000,0
1644798902.966,-13.184,122.559,-27.832,-14.648,0.000,0
1644798902.966,-33.203,-532.227,-29.785,-24.414,0.000,0
1644798902.970,-34.180,-572.266,-29.297,-29.785,0.000,0
1644798902.974,-29.297,-41.504,-29.785,-29.785,0.000,0
1644798902.978,-24.414,191.895,-26.367,-19.043,0.000,0
1644798902.982,-20.508,-117.188,-26.367,-10.742,0.000,0
1644798902.986,-30.762,-631.836,-29.297,-19.043,0.000,0
1644798902.990,-31.250,-881.348,-36.621,-42.969,0.000,0
1644798902.994,-30.273,-636.230,-43.945,-50.293,0.000,0
1644798902.997,-34.180,-647.461,-41.992,-41.016,0.000,0
1644798903.001,-34.180,-320.312,-38.086,-30.762,0.000,0
1644798903.005,-34.668,-354.004,-33.203,-30.762,0.000,0
1644798903.009,-35.156,-940.918,-31.738,-44.434,0.000,0
1644798903.010,-30.762,-543.945,-32.227,-43.457,0.000,0
1644798903.014,-18.555,192.383,-31.738,-31.250,0.000,0
1644798903.017,-17.578,265.625,-33.203,-20.996,0.000,0
1644798903.021,-31.738,-331.055,-35.156,-15.137,0.000,0
1644798903.025,-38.574,-700.684,-35.645,-28.320,0.000,0
1644798903.029,-24.414,-553.223,-36.133,-37.109,0.000,0
1644798903.033,-19.043,-164.062,-36.621,-27.344,0.000,0
1644798903.037,-20.508,-425.293,-33.691,-11.230,0.000,0
1644798903.041,-30.762,-845.215,-31.250,-0.488,0.000,0
1644798903.045,-37.598,-510.742,-25.879,-18.066,0.000,0
1644798903.048,-25.391,-314.453,-21.973,-35.156,0.000,0
1644798903.052,-20.020,-84.473,-22.949,-25.879,0.000,0
1644798903.053,-15.137,162.598,-26.367,-11.719,0.000,0
1644798903.057,-14.160,-145.996,-32.227,-8.301,0.000,0
1644798903.061,-26.367,-790.039,-31.250,-16.113,0.000,0
1644798903.065,-27.832,-659.180,-28.320,-34.668,0.000,0
1644798903.068,-12.695,-60.547,-26.367,-31.250,0.000,0
1644798903.072,-9.766,9.766,-32.227,-22.461,0.000,0
1644798903.076,-18.555,-391.113,-34.180,-12.207,0.000,0
1644798903.080,-28.809,-895.508,-35.156,-5.859,0.000,0
1644798903.084,-33.691,-628.906,-33.691,-25.391,0.000,0
1644798903.088,-22.461,132.324,-31.738,-17.578,0.000,0
1644798903.092,-21.484,110.352,-29.297,1.465,0.000,0
1644798903.095,-29.785,-217.285,-24.902,-14.160,0.000,0
1644798903.096,-35.156,-303.223,-23.438,-29.297,0.000,0
1644798903.100,-30.762,-295.410,-24.902,-33.203,0.000,0
1644798903.104,-19.043,-173.340,-28.809,-25.391,0.000,0
1644798903.108,-20.020,51.270,-26.855,-11.719,0.000,0
1644798903.112,-21.973,38.574,-29.297,-7.812,0.000,0
1644798903.116,-30.762,-548.828,-33.691,-11.230,0.000,0
1644798903.120,-17.578,-1000.000,-32.227,-15.137,0.000,0
1644798903.123,-6.348,-660.645,-27.344,-12.207,0.000,0
1644798903.127,-20.508,143.066,-22.949,-18.555,0.000,0
1644798903.131,-24.414,203.613,-25.879,-18.555,0.000,0
1644798903.135,-27.832,-526.855,-31.738,-9.766,0.000,1
1644798903.139,-29.297,-774.902,-29.297,-24.414,0.000,0
1644798903.140,-15.137,-108.887,-21.484,-31.738,0.000,0
1644798903.144,-9.766,144.043,-21.973,-14.160,0.000,0
