timestamps,TP9,AF7,AF8,TP10,Right AUX
1639814238.271,943.848,-3.906,-43.945,80.078,0.000,0
1639814238.275,972.168,12.695,-9.277,117.188,0.000,0
1639814238.280,966.797,41.992,25.879,167.969,0.000,0
1639814238.284,966.797,37.598,13.184,210.449,0.000,0
1639814238.269,966.309,35.645,-6.348,205.566,0.000,0
1639814238.274,966.309,50.293,-0.977,138.672,0.000,0
1639814238.278,966.797,54.199,21.973,168.945,0.000,0
1639814238.283,966.797,37.109,25.391,252.930,0.000,0
1639814238.287,966.309,32.715,21.973,279.297,0.000,0
1639814238.292,966.797,62.012,32.715,272.949,0.000,0
1639814238.296,966.797,56.152,22.461,220.703,0.000,0
1639814238.300,966.309,26.367,15.625,206.055,0.000,0
1639814238.305,966.797,39.062,29.785,256.348,0.000,0
1639814238.309,966.797,67.871,47.852,273.926,0.000,0
1639814238.314,966.797,60.547,28.809,279.785,0.000,0
1639814238.318,966.797,39.551,12.695,226.562,0.000,0
1639814238.305,966.309,29.785,25.879,221.191,0.000,0
1639814238.309,966.309,28.809,36.133,252.441,0.000,0
1639814238.314,966.797,23.438,25.879,259.766,0.000,0
1639814238.318,966.797,26.367,17.578,288.086,0.000,0
1639814238.322,966.309,14.160,9.277,249.023,0.000,0
1639814238.327,966.309,-10.254,3.906,216.309,0.000,0
1639814238.331,966.309,-11.719,-2.441,246.582,0.000,0
1639814238.335,966.797,-8.789,-18.555,248.047,0.000,0
1639814238.340,966.309,9.766,0.488,280.762,0.000,0
1639814238.344,966.309,15.625,-0.977,243.652,0.000,0
1639814238.348,966.309,-26.367,-21.484,185.059,0.000,0
1639814238.353,966.309,-48.340,-15.137,197.754,0.000,0
1639814238.341,966.309,-24.902,6.836,223.633,0.000,0
1639814238.345,966.309,-0.488,12.695,266.602,0.000,0
1639814238.349,966.309,-12.207,-12.207,226.562,0.000,0
1639814238.354,966.797,-33.691,-24.902,144.531,0.000,0
1639814238.358,966.797,-31.250,-20.508,169.434,0.000,0
